Order_ID,Order_Date,Region,Country,Product_Category,Product_Name,Quantity,Unit_Price,Revenue,Cost,Profit,Customer_Segment,Sales_Channel
ORD0259,2025-05-16,Europe,France,Electronics,Laptop,14,800,11200,7084.82,4115.18,B2C,Online
ORD0260,2025-06-24,Europe,Germany,Office Supplies,Notebook,14,5,70,49.93,20.07,B2C,Retail
ORD0261,2025-06-16,Europe,Italy,Furniture,Desk,2,200,400,310.79,89.21,B2B,Partner
ORD0262,2025-05-27,Europe,Netherlands,Office Supplies,Printer Paper,2,8,16,12.45,3.55,B2B,Retail
ORD0263,2025-02-15,Europe,Spain,Furniture,Chair,10,60,600,461.51,138.49,B2B,Retail
ORD0264,2025-05-26,North America,USA,Furniture,Desk,15,200,3000,2391.82,608.18,B2C,Online
ORD0265,2025-05-10,Asia,Japan,Electronics,Laptop,11,800,8800,5197.49,3602.51,B2C,Partner
ORD0266,2025-03-07,North America,USA,Electronics,Headphones,11,40,440,328.98,111.02,B2B,Online
ORD0267,2025-06-06,North America,Canada,Furniture,Shelf,11,120,1320,754.62,565.38,B2B,Online
ORD0268,2025-02-05,Asia,Japan,Electronics,Laptop,9,800,7200,4650.43,2549.57,B2C,Retail
ORD0269,2025-03-26,Asia,Singapore,Office Supplies,Printer Paper,1,8,8,4.92,3.08,B2C,Partner
ORD0270,2025-03-02,Europe,Germany,Furniture,Desk,6,200,1200,781.62,418.38,B2C,Partner
ORD0271,2025-01-31,North America,Canada,Furniture,Shelf,8,120,960,580.59,379.41,B2B,Retail
ORD0272,2025-02-09,Asia,Singapore,Office Supplies,Pen Set,14,3,42,30.47,11.53,B2C,Partner
ORD0273,2025-06-20,Europe,France,Office Supplies,Printer Paper,3,8,24,16.35,7.65,B2C,Online
ORD0274,2025-05-25,Europe,Germany,Office Supplies,Printer Paper,7,8,56,38.82,17.18,B2B,Online
ORD0275,2025-03-25,North America,Canada,Electronics,Headphones,7,40,280,204.18,75.82,B2C,Online
ORD0276,2025-05-11,Asia,India,Furniture,Chair,17,60,1020,666.93,353.07,B2B,Partner
ORD0277,2025-04-29,North America,Canada,Office Supplies,Notebook,13,5,65,39.88,25.12,B2B,Partner
ORD0278,2025-02-25,North America,USA,Electronics,Monitor,12,180,2160,1566.21,593.79,B2B,Online
ORD0279,2025-05-01,Europe,Italy,Furniture,Chair,5,60,300,222.44,77.56,B2C,Retail
ORD0280,2025-04-08,Asia,Japan,Furniture,Chair,18,60,1080,629.91,450.09,B2C,Online
ORD0281,2025-02-15,North America,Canada,Office Supplies,Notebook,8,5,40,30.35,9.65,B2B,Retail
ORD0282,2025-04-29,North America,Canada,Office Supplies,Pen Set,8,3,24,14.69,9.31,B2C,Online
ORD0283,2025-03-12,Europe,Germany,Electronics,Headphones,14,40,560,394.09,165.91,B2B,Online
ORD0284,2025-02-22,Europe,Germany,Office Supplies,Notebook,15,5,75,52.46,22.54,B2B,Online
ORD0285,2025-01-12,Asia,Japan,Electronics,Keyboard,7,35,245,180.96,64.04,B2B,Online
ORD0286,2025-05-09,Asia,India,Office Supplies,Printer Paper,11,8,88,61.1,26.9,B2C,Online
ORD0287,2025-03-19,Europe,Netherlands,Electronics,Monitor,10,180,1800,1113.82,686.18,B2B,Partner
ORD0288,2025-06-23,Asia,Singapore,Furniture,Chair,12,60,720,565.49,154.51,B2C,Partner
ORD0289,2025-03-23,North America,Canada,Furniture,Chair,10,60,600,386.47,213.53,B2C,Online
ORD0290,2025-02-27,Asia,Singapore,Electronics,Monitor,2,180,360,248.61,111.39,B2C,Partner
ORD0291,2025-05-16,Europe,Spain,Electronics,Tablet,7,250,1750,1106.99,643.01,B2B,Retail
ORD0292,2025-04-05,Europe,Netherlands,Office Supplies,Notebook,2,5,10,6.17,3.83,B2B,Online
ORD0293,2025-02-18,North America,USA,Furniture,Chair,11,60,660,413.03,246.97,B2B,Online
ORD0294,2025-02-18,North America,USA,Office Supplies,Pen Set,8,3,24,17.37,6.63,B2B,Retail
ORD0295,2025-03-03,North America,Canada,Furniture,Desk,15,200,3000,2050.24,949.76,B2C,Retail
ORD0296,2025-03-08,Asia,Singapore,Furniture,Desk,4,200,800,600.56,199.44,B2C,Retail
ORD0297,2025-02-22,Asia,Japan,Furniture,Chair,19,60,1140,873.26,266.74,B2B,Online
ORD0298,2025-03-08,North America,Canada,Furniture,Chair,7,60,420,265.64,154.36,B2C,Partner
ORD0299,2025-03-04,Asia,Singapore,Office Supplies,Printer Paper,11,8,88,54.06,33.94,B2C,Partner
ORD0300,2025-06-14,North America,Canada,Furniture,Chair,12,60,720,426.47,293.53,B2C,Online
ORD0301,2025-05-19,North America,USA,Office Supplies,Notebook,3,5,15,11.79,3.21,B2B,Online
ORD0302,2025-04-16,Europe,France,Electronics,Headphones,5,40,200,110.46,89.54,B2C,Retail
ORD0303,2025-01-16,North America,Canada,Office Supplies,Pen Set,1,3,3,1.65,1.35,B2C,Online
ORD0304,2025-01-05,North America,Canada,Office Supplies,Pen Set,1,3,3,2.03,0.97,B2C,Online
ORD0305,2025-01-28,Europe,Netherlands,Electronics,Mobile,7,300,2100,1480.38,619.62,B2C,Retail
ORD0306,2025-03-10,Asia,India,Furniture,Desk,15,200,3000,2073.75,926.25,B2B,Retail
ORD0307,2025-06-25,Europe,Germany,Electronics,Monitor,13,180,2340,1507.64,832.36,B2C,Online
ORD0308,2025-06-13,Europe,France,Electronics,Monitor,14,180,2520,1792.29,727.71,B2C,Partner
ORD0309,2025-01-25,North America,USA,Electronics,Mobile,19,300,5700,3812.59,1887.41,B2B,Online
ORD0310,2025-06-25,Asia,Singapore,Office Supplies,Printer Paper,2,8,16,9.52,6.48,B2C,Online
ORD0311,2025-02-23,North America,USA,Office Supplies,Pen Set,3,3,9,5.62,3.38,B2B,Partner
ORD0312,2025-04-10,North America,Canada,Furniture,Shelf,5,120,600,448.57,151.43,B2B,Partner
ORD0313,2025-03-30,Europe,Germany,Furniture,Chair,3,60,180,114.33,65.67,B2C,Retail
ORD0314,2025-01-08,North America,Canada,Furniture,Desk,8,200,1600,1022.32,577.68,B2C,Retail
ORD0315,2025-02-17,North America,Canada,Electronics,Keyboard,10,35,350,262.33,87.67,B2B,Online
ORD0316,2025-03-10,Europe,Spain,Office Supplies,Printer Paper,5,8,40,29.4,10.6,B2C,Retail
ORD0317,2025-01-28,Europe,Germany,Furniture,Desk,12,200,2400,1776.81,623.19,B2B,Online
ORD0318,2025-01-23,Europe,Spain,Furniture,Shelf,18,120,2160,1464.72,695.28,B2B,Online
ORD0319,2025-01-23,Asia,Singapore,Electronics,Keyboard,20,35,700,522.28,177.72,B2C,Online
ORD0320,2025-03-16,Asia,Japan,Electronics,Headphones,18,40,720,558.94,161.06,B2B,Partner
ORD0321,2025-05-14,Europe,Spain,Electronics,Mobile,9,300,2700,1688.26,1011.74,B2C,Online
ORD0322,2025-01-17,Europe,Spain,Furniture,Desk,10,200,2000,1342.12,657.88,B2B,Retail
ORD0323,2025-03-06,Europe,Spain,Office Supplies,Printer Paper,7,8,56,37.21,18.79,B2B,Retail
ORD0324,2025-01-02,Asia,Japan,Office Supplies,Pen Set,11,3,33,21.78,11.22,B2C,Partner
ORD0325,2025-06-02,Europe,Italy,Furniture,Shelf,7,120,840,562.59,277.41,B2B,Retail
ORD0326,2025-03-23,Asia,Singapore,Office Supplies,Printer Paper,16,8,128,101.37,26.63,B2B,Retail
ORD0327,2025-04-07,Asia,Japan,Furniture,Chair,19,60,1140,683.94,456.06,B2B,Partner
ORD0328,2025-05-21,Europe,Spain,Office Supplies,Notebook,15,5,75,56.21,18.79,B2B,Retail
ORD0329,2025-06-22,Asia,India,Office Supplies,Pen Set,8,3,24,14.72,9.28,B2B,Partner
ORD0330,2025-04-19,Asia,India,Furniture,Shelf,16,120,1920,1335.48,584.52,B2C,Partner
ORD0331,2025-01-10,Asia,Singapore,Office Supplies,Printer Paper,3,8,24,13.86,10.14,B2B,Partner
ORD0332,2025-06-20,Asia,India,Office Supplies,Printer Paper,2,8,16,11.05,4.95,B2C,Retail
ORD0333,2025-04-21,Europe,Germany,Electronics,Tablet,8,250,2000,1355.34,644.66,B2B,Retail
ORD0334,2025-04-06,Asia,Japan,Office Supplies,Printer Paper,17,8,136,79.93,56.07,B2B,Retail
ORD0335,2025-01-27,Asia,Japan,Electronics,Laptop,5,800,4000,2548.33,1451.67,B2C,Retail
ORD0336,2025-02-22,North America,Canada,Furniture,Desk,4,200,800,527.63,272.37,B2C,Retail
ORD0337,2025-01-18,Asia,India,Office Supplies,Notebook,1,5,5,3.81,1.19,B2B,Partner
ORD0338,2025-02-12,North America,USA,Office Supplies,Notebook,18,5,90,53.1,36.9,B2C,Retail
ORD0339,2025-03-01,Asia,Singapore,Electronics,Mobile,14,300,4200,2725.36,1474.64,B2B,Retail
ORD0340,2025-06-01,Asia,Japan,Electronics,Headphones,7,40,280,168.4,111.6,B2B,Partner
ORD0341,2025-01-27,North America,USA,Furniture,Desk,7,200,1400,930.14,469.86,B2C,Partner
ORD0342,2025-05-06,North America,Canada,Office Supplies,Pen Set,20,3,60,38.89,21.11,B2B,Retail
ORD0343,2025-04-01,Asia,Singapore,Electronics,Headphones,10,40,400,311.87,88.13,B2B,Partner
ORD0344,2025-02-04,Asia,India,Electronics,Tablet,4,250,1000,595.76,404.24,B2B,Partner
ORD0345,2025-04-10,Asia,Singapore,Electronics,Keyboard,13,35,455,298.37,156.63,B2C,Partner
ORD0346,2025-05-18,North America,USA,Office Supplies,Notebook,16,5,80,49.78,30.22,B2B,Retail
ORD0347,2025-04-26,North America,USA,Furniture,Chair,16,60,960,560.77,399.23,B2C,Partner
ORD0348,2025-05-10,North America,Canada,Furniture,Shelf,16,120,1920,1255.5,664.5,B2C,Retail
ORD0349,2025-02-12,Europe,Netherlands,Electronics,Mobile,10,300,3000,1674.52,1325.48,B2B,Partner
ORD0350,2025-03-15,Europe,Spain,Office Supplies,Printer Paper,16,8,128,87.99,40.01,B2B,Partner
ORD0351,2025-01-30,Asia,Singapore,Furniture,Shelf,2,120,240,177.6,62.4,B2C,Partner
ORD0352,2025-02-25,Asia,India,Office Supplies,Printer Paper,8,8,64,39.96,24.04,B2B,Retail
ORD0353,2025-03-09,Asia,India,Furniture,Chair,8,60,480,289.19,190.81,B2C,Partner
ORD0354,2025-06-06,North America,Canada,Electronics,Keyboard,5,35,175,130.59,44.41,B2B,Online
ORD0355,2025-05-26,Asia,Singapore,Furniture,Shelf,18,120,2160,1278.92,881.08,B2C,Retail
ORD0356,2025-05-27,Asia,Singapore,Office Supplies,Notebook,5,5,25,19.77,5.23,B2C,Online
ORD0357,2025-03-12,North America,USA,Office Supplies,Notebook,8,5,40,23.46,16.54,B2C,Online
ORD0358,2025-06-23,Asia,Japan,Electronics,Keyboard,9,35,315,222.69,92.31,B2C,Retail
ORD0359,2025-01-20,North America,USA,Furniture,Shelf,9,120,1080,781.57,298.43,B2C,Retail
ORD0360,2025-05-05,Asia,Singapore,Electronics,Headphones,3,40,120,87.93,32.07,B2C,Partner
ORD0361,2025-06-20,North America,Canada,Electronics,Keyboard,13,35,455,275.03,179.97,B2C,Online
ORD0362,2025-05-07,Asia,Japan,Furniture,Desk,18,200,3600,2500.14,1099.86,B2C,Retail
ORD0363,2025-06-24,Europe,Germany,Electronics,Headphones,15,40,600,332.44,267.56,B2B,Retail
ORD0364,2025-04-27,Europe,Spain,Electronics,Headphones,5,40,200,154.11,45.89,B2C,Online
ORD0365,2025-03-12,Europe,Italy,Furniture,Chair,12,60,720,515.61,204.39,B2B,Online
ORD0366,2025-04-12,North America,Canada,Office Supplies,Printer Paper,8,8,64,42.07,21.93,B2B,Partner
ORD0367,2025-01-25,Europe,France,Furniture,Chair,5,60,300,209.53,90.47,B2C,Online
ORD0368,2025-01-03,North America,Canada,Electronics,Monitor,5,180,900,602.48,297.52,B2B,Retail
ORD0369,2025-01-23,North America,USA,Electronics,Tablet,12,250,3000,2310.74,689.26,B2B,Retail
ORD0370,2025-02-04,North America,USA,Electronics,Keyboard,19,35,665,367.16,297.84,B2B,Retail
ORD0371,2025-03-31,North America,USA,Office Supplies,Printer Paper,5,8,40,31.2,8.8,B2C,Online
ORD0372,2025-01-23,Europe,France,Electronics,Keyboard,13,35,455,290.24,164.76,B2C,Retail
ORD0373,2025-02-05,Europe,Italy,Office Supplies,Notebook,8,5,40,27.53,12.47,B2C,Partner
ORD0374,2025-01-07,North America,Canada,Electronics,Keyboard,20,35,700,474.17,225.83,B2C,Retail
ORD0375,2025-06-15,Europe,France,Furniture,Desk,4,200,800,488.22,311.78,B2B,Partner
ORD0376,2025-01-04,Asia,Japan,Electronics,Monitor,19,180,3420,2240.84,1179.16,B2B,Retail
ORD0377,2025-01-19,Europe,Netherlands,Electronics,Laptop,9,800,7200,4348.34,2851.66,B2B,Retail
ORD0378,2025-05-10,Asia,Singapore,Office Supplies,Printer Paper,14,8,112,73.46,38.54,B2C,Online
ORD0379,2025-06-13,North America,USA,Furniture,Chair,10,60,600,341.85,258.15,B2B,Online
ORD0380,2025-05-18,Asia,Japan,Office Supplies,Printer Paper,3,8,24,15.06,8.94,B2C,Partner
ORD0381,2025-03-03,Europe,France,Electronics,Monitor,4,180,720,477.61,242.39,B2B,Retail
ORD0382,2025-06-20,North America,USA,Electronics,Laptop,5,800,4000,2901.5,1098.5,B2B,Retail
ORD0383,2025-03-30,North America,Canada,Electronics,Tablet,5,250,1250,921.81,328.19,B2C,Partner
ORD0384,2025-01-31,Europe,Italy,Furniture,Desk,17,200,3400,1924.29,1475.71,B2B,Retail
ORD0385,2025-04-27,North America,Canada,Electronics,Monitor,19,180,3420,2023.68,1396.32,B2B,Retail
ORD0386,2025-01-27,North America,USA,Electronics,Headphones,17,40,680,374.44,305.56,B2B,Online
ORD0387,2025-01-12,Asia,Japan,Furniture,Chair,6,60,360,281.8,78.2,B2B,Partner
ORD0388,2025-06-17,Asia,India,Furniture,Chair,14,60,840,654.33,185.67,B2C,Retail
ORD0389,2025-01-20,North America,Canada,Electronics,Keyboard,2,35,70,41.64,28.36,B2B,Retail
ORD0390,2025-01-18,Asia,Japan,Furniture,Desk,3,200,600,412.96,187.04,B2B,Retail
ORD0391,2025-02-21,Asia,Singapore,Furniture,Shelf,20,120,2400,1465.55,934.45,B2C,Partner
ORD0392,2025-05-07,Europe,Netherlands,Electronics,Mobile,1,300,300,234.93,65.07,B2B,Online
ORD0393,2025-05-19,Asia,Singapore,Office Supplies,Notebook,11,5,55,30.27,24.73,B2C,Partner
ORD0394,2025-03-20,Europe,France,Office Supplies,Notebook,14,5,70,47.11,22.89,B2B,Online
ORD0395,2025-03-13,Europe,Germany,Electronics,Keyboard,14,35,490,355.35,134.65,B2C,Retail
ORD0396,2025-01-22,North America,USA,Office Supplies,Notebook,13,5,65,36.97,28.03,B2B,Retail
ORD0397,2025-06-19,Europe,France,Furniture,Desk,11,200,2200,1719.32,480.68,B2C,Partner
ORD0398,2025-03-25,Asia,Japan,Furniture,Chair,3,60,180,141.46,38.54,B2B,Partner
ORD0399,2025-01-28,Europe,Germany,Electronics,Monitor,15,180,2700,1696.97,1003.03,B2B,Partner
ORD0400,2025-04-02,Europe,Spain,Furniture,Desk,9,200,1800,1373.62,426.38,B2B,Online
ORD0401,2025-06-25,Asia,Singapore,Office Supplies,Printer Paper,2,8,16,9.66,6.34,B2C,Online
ORD0402,2025-01-24,North America,USA,Furniture,Desk,17,200,3400,1911.61,1488.39,B2C,Retail
ORD0403,2025-02-14,Europe,Spain,Furniture,Shelf,18,120,2160,1322.92,837.08,B2C,Online
ORD0404,2025-02-05,Europe,Germany,Electronics,Mobile,5,300,1500,899.3,600.7,B2C,Retail
ORD0405,2025-06-25,North America,USA,Office Supplies,Printer Paper,9,8,72,56.11,15.89,B2B,Online
ORD0406,2025-01-17,Europe,Spain,Electronics,Laptop,11,800,8800,5109.56,3690.44,B2C,Online
ORD0407,2025-02-13,North America,Canada,Office Supplies,Pen Set,16,3,48,26.75,21.25,B2C,Online
ORD0408,2025-04-01,Europe,France,Furniture,Desk,15,200,3000,2312.57,687.43,B2B,Partner
ORD0409,2025-06-08,North America,USA,Office Supplies,Pen Set,16,3,48,31.34,16.66,B2C,Online
ORD0410,2025-01-23,Asia,Japan,Electronics,Monitor,7,180,1260,895.44,364.56,B2B,Partner
ORD0411,2025-05-20,Europe,Spain,Office Supplies,Pen Set,16,3,48,32.93,15.07,B2C,Retail
ORD0412,2025-05-25,North America,Canada,Furniture,Desk,6,200,1200,667.82,532.18,B2B,Online
ORD0413,2025-03-13,Europe,Spain,Office Supplies,Pen Set,19,3,57,45.59,11.41,B2B,Online
ORD0414,2025-03-05,North America,USA,Furniture,Shelf,2,120,240,177.84,62.16,B2B,Partner
ORD0415,2025-04-10,Asia,India,Electronics,Mobile,19,300,5700,3588.16,2111.84,B2C,Partner
ORD0416,2025-01-08,North America,Canada,Office Supplies,Printer Paper,5,8,40,27.63,12.37,B2B,Retail
ORD0417,2025-05-19,Asia,India,Furniture,Chair,3,60,180,101.53,78.47,B2B,Online
ORD0418,2025-05-15,Asia,India,Furniture,Shelf,7,120,840,631.35,208.65,B2C,Partner
ORD0419,2025-02-15,Asia,India,Electronics,Mobile,19,300,5700,4139.19,1560.81,B2B,Online
ORD0420,2025-05-15,Asia,India,Furniture,Shelf,13,120,1560,1086.55,473.45,B2C,Retail
ORD0421,2025-03-24,Europe,France,Office Supplies,Pen Set,16,3,48,34.19,13.81,B2B,Partner
ORD0422,2025-05-24,North America,Canada,Electronics,Headphones,19,40,760,572.75,187.25,B2C,Retail
ORD0423,2025-06-26,Asia,India,Electronics,Headphones,1,40,40,31.49,8.51,B2C,Partner
ORD0424,2025-01-09,Europe,Netherlands,Furniture,Shelf,8,120,960,681.52,278.48,B2B,Retail
ORD0425,2025-02-06,Asia,Singapore,Electronics,Mobile,12,300,3600,2864.14,735.86,B2B,Partner
ORD0426,2025-01-23,North America,Canada,Furniture,Chair,9,60,540,325.31,214.69,B2B,Retail
ORD0427,2025-03-07,Europe,Germany,Electronics,Monitor,15,180,2700,1979.49,720.51,B2B,Retail
ORD0428,2025-05-07,Asia,Japan,Office Supplies,Pen Set,4,3,12,9.09,2.91,B2B,Online
ORD0429,2025-04-26,Europe,Germany,Furniture,Chair,11,60,660,406.09,253.91,B2B,Online
ORD0430,2025-03-29,Europe,Spain,Electronics,Headphones,3,40,120,82.41,37.59,B2B,Retail
ORD0431,2025-06-02,North America,Canada,Office Supplies,Notebook,14,5,70,54.99,15.01,B2B,Partner
ORD0432,2025-04-22,Europe,Germany,Electronics,Tablet,7,250,1750,1388.8,361.2,B2C,Partner
ORD0433,2025-05-22,North America,Canada,Office Supplies,Pen Set,10,3,30,18.28,11.72,B2B,Retail
ORD0434,2025-05-27,North America,Canada,Electronics,Laptop,12,800,9600,5289.16,4310.84,B2B,Retail
ORD0435,2025-06-19,North America,Canada,Electronics,Laptop,1,800,800,481.39,318.61,B2C,Online
ORD0436,2025-05-02,Europe,Italy,Furniture,Desk,16,200,3200,2475.9,724.1,B2C,Online
ORD0437,2025-06-14,North America,Canada,Electronics,Tablet,13,250,3250,2087.64,1162.36,B2C,Online
ORD0438,2025-03-09,Asia,Japan,Furniture,Chair,9,60,540,373.17,166.83,B2B,Partner
ORD0439,2025-06-20,Europe,Germany,Office Supplies,Pen Set,18,3,54,35.29,18.71,B2B,Partner
ORD0440,2025-01-16,Asia,Singapore,Furniture,Shelf,16,120,1920,1330.9,589.1,B2B,Retail
ORD0441,2025-03-18,Europe,Spain,Office Supplies,Notebook,17,5,85,58.89,26.11,B2B,Online
ORD0442,2025-04-25,Europe,France,Electronics,Mobile,5,300,1500,841.0,659.0,B2B,Partner
ORD0443,2025-04-22,Europe,France,Office Supplies,Pen Set,11,3,33,25.66,7.34,B2B,Online
ORD0444,2025-04-10,North America,Canada,Office Supplies,Pen Set,9,3,27,18.36,8.64,B2B,Partner
ORD0445,2025-06-09,North America,Canada,Electronics,Monitor,5,180,900,528.34,371.66,B2B,Online
ORD0446,2025-05-25,Europe,Italy,Office Supplies,Pen Set,14,3,42,25.87,16.13,B2C,Partner
ORD0447,2025-06-05,Asia,India,Electronics,Tablet,13,250,3250,1904.38,1345.62,B2C,Online
ORD0448,2025-04-12,Asia,Singapore,Electronics,Laptop,16,800,12800,9986.67,2813.33,B2C,Online
ORD0449,2025-03-28,Asia,Japan,Furniture,Desk,4,200,800,634.5,165.5,B2B,Online
ORD0450,2025-03-18,North America,Canada,Furniture,Desk,14,200,2800,1963.49,836.51,B2B,Online
ORD0451,2025-04-24,Europe,Spain,Office Supplies,Pen Set,17,3,51,39.11,11.89,B2B,Partner
ORD0452,2025-02-10,Europe,Italy,Office Supplies,Printer Paper,13,8,104,60.73,43.27,B2B,Online
ORD0453,2025-02-19,Europe,Germany,Electronics,Laptop,15,800,12000,6751.68,5248.32,B2C,Partner
ORD0454,2025-02-20,Asia,Japan,Furniture,Shelf,13,120,1560,1105.81,454.19,B2B,Partner
ORD0455,2025-01-08,Europe,Italy,Furniture,Shelf,15,120,1800,1069.91,730.09,B2C,Partner
ORD0456,2025-05-22,Asia,Japan,Electronics,Tablet,3,250,750,465.95,284.05,B2C,Online
ORD0457,2025-02-11,North America,USA,Electronics,Headphones,8,40,320,230.22,89.78,B2C,Partner
ORD0458,2025-04-15,North America,USA,Office Supplies,Notebook,16,5,80,62.23,17.77,B2B,Partner
ORD0459,2025-01-03,Europe,Italy,Office Supplies,Pen Set,9,3,27,17.71,9.29,B2C,Retail
ORD0460,2025-04-28,Asia,India,Furniture,Desk,17,200,3400,2570.66,829.34,B2C,Partner
ORD0461,2025-01-27,Europe,Netherlands,Office Supplies,Pen Set,18,3,54,38.44,15.56,B2C,Retail
ORD0462,2025-06-25,Europe,Spain,Electronics,Tablet,9,250,2250,1597.83,652.17,B2C,Retail
ORD0463,2025-06-17,North America,Canada,Electronics,Mobile,17,300,5100,3780.98,1319.02,B2B,Partner
ORD0464,2025-04-14,North America,Canada,Office Supplies,Notebook,1,5,5,3.57,1.43,B2C,Retail
ORD0465,2025-04-18,Asia,Japan,Office Supplies,Notebook,19,5,95,69.07,25.93,B2B,Retail
ORD0466,2025-02-26,North America,Canada,Office Supplies,Pen Set,17,3,51,31.88,19.12,B2B,Partner
ORD0467,2025-05-23,Europe,Italy,Electronics,Monitor,5,180,900,661.71,238.29,B2B,Partner
ORD0468,2025-03-27,North America,USA,Electronics,Tablet,8,250,2000,1472.1,527.9,B2C,Retail
ORD0469,2025-03-26,Asia,Japan,Office Supplies,Pen Set,15,3,45,34.33,10.67,B2C,Online
ORD0470,2025-06-12,North America,USA,Furniture,Chair,17,60,1020,591.55,428.45,B2C,Partner
ORD0471,2025-03-18,Asia,India,Electronics,Mobile,7,300,2100,1334.9,765.1,B2C,Online
ORD0472,2025-03-22,North America,USA,Electronics,Monitor,11,180,1980,1401.36,578.64,B2B,Retail
ORD0473,2025-06-12,Europe,Germany,Furniture,Desk,7,200,1400,1036.42,363.58,B2B,Partner
ORD0474,2025-02-10,Asia,India,Electronics,Keyboard,14,35,490,347.1,142.9,B2C,Retail
ORD0475,2025-05-03,Asia,India,Electronics,Keyboard,7,35,245,179.5,65.5,B2B,Retail
ORD0476,2025-05-16,Europe,Germany,Office Supplies,Notebook,8,5,40,24.26,15.74,B2C,Retail
ORD0477,2025-02-03,Europe,Spain,Office Supplies,Printer Paper,10,8,80,47.34,32.66,B2B,Retail
ORD0478,2025-03-16,Asia,Singapore,Office Supplies,Printer Paper,17,8,136,86.29,49.71,B2B,Retail
ORD0479,2025-05-06,Asia,India,Electronics,Monitor,1,180,180,109.28,70.72,B2B,Online
ORD0480,2025-01-06,North America,USA,Electronics,Tablet,2,250,500,321.9,178.1,B2C,Partner
ORD0481,2025-06-09,Europe,Netherlands,Electronics,Headphones,4,40,160,114.14,45.86,B2B,Online
ORD0482,2025-06-26,Europe,Spain,Furniture,Desk,4,200,800,549.46,250.54,B2C,Partner
ORD0483,2025-02-09,Europe,Germany,Furniture,Desk,4,200,800,572.5,227.5,B2C,Partner
ORD0484,2025-06-05,North America,USA,Furniture,Chair,17,60,1020,744.29,275.71,B2B,Retail
ORD0485,2025-01-30,Europe,Spain,Electronics,Keyboard,7,35,245,182.4,62.6,B2B,Retail
ORD0486,2025-06-30,Asia,Japan,Electronics,Laptop,18,800,14400,9706.88,4693.12,B2B,Partner
ORD0487,2025-05-04,Asia,India,Electronics,Laptop,3,800,2400,1864.13,535.87,B2C,Online
ORD0488,2025-01-24,North America,USA,Office Supplies,Printer Paper,4,8,32,24.84,7.16,B2B,Retail
ORD0489,2025-03-17,Asia,Japan,Electronics,Laptop,6,800,4800,3688.97,1111.03,B2C,Retail
ORD0490,2025-06-23,Asia,Japan,Office Supplies,Notebook,4,5,20,15.26,4.74,B2B,Online
ORD0491,2025-02-05,North America,USA,Furniture,Desk,15,200,3000,2366.32,633.68,B2C,Partner
ORD0492,2025-01-24,Asia,Japan,Electronics,Laptop,13,800,10400,6760.65,3639.35,B2C,Retail
ORD0493,2025-04-09,North America,Canada,Furniture,Shelf,6,120,720,416.35,303.65,B2B,Online
ORD0494,2025-01-27,Asia,Singapore,Furniture,Shelf,15,120,1800,1071.57,728.43,B2C,Retail
ORD0495,2025-06-06,Europe,France,Furniture,Desk,4,200,800,617.52,182.48,B2C,Online
ORD0496,2025-01-17,Asia,Singapore,Furniture,Chair,17,60,1020,756.72,263.28,B2B,Partner
ORD0497,2025-03-28,North America,USA,Furniture,Shelf,8,120,960,643.66,316.34,B2C,Online
ORD0498,2025-05-23,North America,USA,Electronics,Headphones,6,40,240,162.33,77.67,B2C,Retail
ORD0499,2025-02-12,Europe,Spain,Furniture,Chair,11,60,660,523.07,136.93,B2B,Partner
ORD0500,2025-02-27,North America,Canada,Furniture,Chair,3,60,180,119.66,60.34,B2C,Online
